"ownerUsername","caption","likesCount"
"tradendemat","Capital markets regulator SEBI (Securities and Exchange Board of India) has given its approval for the initial public offering (IPO) of the country's largest electric two-wheeler maker Ola Electric.
This would be the first EV startup in India and amongst the biggest new-age IPOs in 2024.
CNBC-TV18 reported on June 11 that the Bengaluru-based company had secured the nod from SEBI for its IPO worth ₹5,500 crore.
SoftBank and Temasek-backed Ola had filed its draft red herring prospectus (DRHP) with SEBI on December 22, proposing to raise up to ₹5,500 crore through a fresh issue, and an offer for sale (OFS) of up to 9.52 crore shares.
.
@tradendemat
.
.
.
.
Follow us for share market news, updates, and knowledge @tradendemat
.
Visit our website
https://tradendemat.com/
.
#sebiapproval #olaelectricipo #electricvehicles #ipo #indiaev #fundingsecured #startupipo #bignews #electricmobility #futureoftransportation #cleantech #sebi #intialpublicoffering #electricvehicle","1"
"deepalbrg_srinakarin","📣พรุ่งนี้พบกัน!! 🚗 กิจกรรม DEEPAL DAY🎁สัมผัสประสบการณ์สุดพิเศษ
ทดลองขับรับฟรีของที่ระลึกสุดคิ้วท์ 📍 ที่ Deepal BRG Srinakarin
.
🚗 ทดลองขับ รับของที่ระลึก แก้วน้ำมินิมอล สุดคิ้วท์ 🎀

.
⭐ สนใจลงทะเบียนได้เลย👉 https://bit.ly/3UBlV20
📣 วันที่ 21 - 23 มิถุนายนนี้
📍ที่ Deepal BRG Srinakarin เท่านั้น
.
**หมายเหตุ
- เงื่อนไขเป็นไปตามที่บริษัทฯ กำหนด
- ลูกค้าที่เข้าเยี่ยมชม ทดลองขับ ภายในวันที่ 21-23 มิ.ย.2567 รับฟรีแก้วน้ำมินิมอล 1 สิทธิ์
.
สอบถามข้อมูลเพิ่มเติม📱ที่ปรึกษาการขาย ✨
📞 Tel : 065-391-6490
Click 🔍 www.deepalbrg.com
● Line : @deepalbrg หรือลิงก์ https://pixelfy.me/DeepalBRG
● Messenger : m.me/DeepalBRG
● Instagram : Deepalbrg_Srinakarin
● Tiktok : Deepalbrg_Srinakarin
.
#DeepalBrgSrinakarin #DEEPAL #CHANGAN #CHANGANTHAILAND #TouchTheFuture #EVcar #ElectricVehicles #DeepalS07 #DeepalL07 #DeepalS07 #Lumin","0"
"cbkevmotors1","🛵Upgrade Your Ride And Save Big!
Our Best Promo Yet Offers 25-100% Cashback On The CBK Star ✨.
Don't Miss☝ Out On This Chance To Experience The Future Of Transportation!💎

Visit www.cbkevmotors.com 
👉🏻 Facebook : https://www.facebook.com/cbkevmotorsrpr?mibextid=ZbWKwL

👉🏻 Instagram : https://www.instagram.com/cbkevmotors1...

👉🏻 X/Twitter : https://x.com/cbkevmotorsrpr?t=Yup6hfiS2yyGyJk4pwNd5w&s=08

👉🏻 Telegram Official : https://t.me/cbkevmotorsrpr

🌐 Official Website : www.cbkevmotors.com

📧 Official E-Mail : support@cbkevmotors.com
#CBKEVMotors #EcoFriendly #ElectricVehicles #MadeInBharat #InvestmentOpportunity #SwitchToElectric #Raipur #Chhattisgarh","1"
"smailes.goldie","Is your business using electric vehicles?

As more people transition to hybrid and electric vehicles, understanding your tax obligations is key!

Contact our team for more #CleanAirDay tax tips.

#EVs #ElectricVehicles #RoadTax","0"
"electric.cars.albania","• Volkswagen ID6 Pro Performance •

• 100% Electric, Viti 2024
• Autonomi 615 km 

Contact: 00355 674023808 📞

#electriccar #ev #tesla #electricvehicle #electric #electriccars #teslamodel #cars #car #teslamotors #carsofinstagram #teslamodels #model #electricvehicles #teslalife #elonmusk #teslamodelx #emobility #teslaroadster #teslaowner #bmwi #zeroemissions #audi #bmw #teslamodely #cybertruck #teslacars #t #porsche #electricmobility","5"
"nishthamotors","We are providing you the best quality ""TABLET METER, NEW DIGITAL METER AND MEMORY SAVE METER"" for your e-rickshaw at the best possible price.

We provide E-Rickshaw Spare Parts All Over India.
We are an importer, exporter and manufacturer of e-rickshaw parts.
For more inquiries:
Contact us:- 9999956745, 8375950896
Email - chamangoel1383@gmail.com

#nishtha #wholesalers #Dealership #tools #erickshaw #automotive #electric #battery #evrickshaw #Eloader #electricvehicles #erickshawdealer #spare_parts #trending#viral #latest #near_me#trending #wholesaler #manufacturer #importer #exporter#bestquality#bestprice#faridabad#nishthamotors#savetheplanet#savemotherearth#pollutionfree#pollutionfreeindia#bestdeal","2"
"trickee_official","Click the link in bio to get FREE Membership!!

Read here-
With every company claiming to give you details about their Vehicles range; actual range depends on various factors and most importantly your personal driving style!!
We know that at the end of the day you just need a simpler way to know your EV’s Range rather than calculating it manually and it becoming a major trip planning issue. With Trickee App we assure you, the only thing you need to worry about is your trip is the location and how you want to spend your time; your EV will be the easily sorted with a single tap!

Join the link in bio and check it out yourself!

(Ev App, india, startup, electronic vehicles, mobile application, automobile startup)

#electricvehicles #evsolutions #ev #emobility #evcharger #evchargestation #electricvehiclecharge #evsystem #evcars #evchargestationinstaller #evcharge #savemoney #savebills #evchargingpoints #electricchargingstation #emagine #smartenergysolutions #evfuture #futureenergy  #trickeeapp  #fastestcharger #goelectric #rhythmagrawal","6"
"kineticgreenbharuchvadodara","✅🌍💚Unlock the power of sustainable transportation with E-RIDES from Kinetic Green Electric Vehicles. Embrace eco-friendly commuting without compromising on performance or style. Experience the future of mobility with our advanced electric vehicles designed to redefine your journey. 🌿⚡️ Let's drive towards a greener tomorrow✅

📞 Contact: 92273 33168

🏛️Address: 4 city centre sayajiganj, near new sayaji hotel, vadodara.
117/18/19, golden palm, old NH-8, gadkhol patiya, ankleshwar

#KineticZoom #KineticGreen #electricvehicle #EV #KineticGreen #electricvehicles #Electric2Wheeler #kineticflex #electricscooter #kineticflex #kinetic #vadodara #electric #bharuchmycity #bharuchcity #ankleshwargidc #ʙʜᴀʀᴜᴄʜ #bharuch #bharuchnews #bharuchi #bharuchmodel #ankleshwarcity #Ankleshwar #ev #twowheeler #electricscooter #kineticgreen #sayaji #vadodara #myvadodara","0"
"mywheels.pk","Understanding the differences between hybrid and electric car batteries can provide valuable insights into their functionality and benefits.
Read more: https://mywheels.pk/blogs/1036/understanding-the-differences-between-hybrid-and-electric-car-batteries-1036
#mywheels #MWBlog #hybridcar #electricvehicles #batteries","0"
"gemtechforum","We are delighted to announce that Mr. Aftab Ahmed, Chief Advisor, Automotive Sector, National Industrial Development Center (NIDC) will be speaking at the Global EV & Mobility Technology Forum.

Mr. Aftab Ahmed is Chief Advisor, Automotive Sector, National Industrial Development Center (NIDC), under Ministry of Industry and Mineral Resources. Eng. Mr. Aftab Ahmed joined the National Industrial Development Center (NIDC) in July 2019 after more than 30 years of Automotive Experience in Engineering, Finance and Purchasing & Supply Chain at General Motors and Ford Motor Company, Detroit, USA. He is leading the Automotive Cluster team with other members as Chief Advisor. Eng. Mr. Aftab’s focus at Industrial Cluster has been on the business development and negotiation of several projects with global automotive OEM and suppliers for local manufacturing in KSA. Eng. Mr. Aftab holds MBA degree in Finance & Management from University of Detroit, Detroit, USA and Masters of Mechanical Engineering degree from Wayne State University, Detroit, USA.

Don't miss out! Book your FREE pass today from the link in the bio.

#gemtech #gemtech24 #mobilitytech #innovation #logistics #sustainablemobility #futuremobility #urbanmobility #sustainabletransportation #fleetelectrification #electricvehicles #ev","1"
"amcvehiclesolutions","🌟Order your New ‘74 Reg’ Vehicle Today🌟
We have 1000s of new vehicles available to order ready for collection on 1st September 2024 or later, with free nationwide delivery, combined with unbeatable lease deals, and dealership price-beating guarantee, call us today to avoid the delays!👍🏻

✅ MANUFACTURER DIRECT NEW VEHICLES 
✅ FULL MANUFACTURERS WARRANTY
✅ FREE NATIONWIDE DELIVERY
✅ PERSONAL OR BUSINESS LEASE 
✅ ROAD FUND LICENCE INCLUDED
✅ ROAD SIDE ASSISTANCE & RECOVERY
✅ TRACKING, CAMERA’S & TELEMATICS 
✅ EV CHARGING SOLUTIONS

CONTACT US TODAY FOR MORE INFORMATION ON:

☎️0333 366 0990
📧sales@amcvehiclesolutions.com
💻www.amcvehiclesolutions.com

 #newcar #newcars #newcarsmell #newcarday #carleasing #carleasingdeals #carleasinguk #vanleasing #businesslease #businessleasedeals #personallease #contracthire #theleasingspecialists #amcvehiclesolutions #newcars #vehicletracking #vehicletracker #vehicletrackingsystem  #electricvehicles #electricvehiclecharger #electricvehiclecharging #74reg #dealershipbeatingprices","0"
"alandaygroup","Coming Soon: BYD New Southgate! 

We're thrilled to announce the upcoming launch of BYD New Southgate. 

Stay tuned for more updates...

#BYD #NewSouthgate #ElectricVehicles #ComingSoon #InnovativeDriving #AutomotiveExcellence","1"
"tatapowercompanyltd","Revolutionize your fleet operations with Tata Power EZ CHARGE by visiting https://www.tatapower.com/contact-us/ev-charging.aspx?utm_source=Social&utm_medium=Instagram&utm_campaign=Fleet for Smooth Fleet Charging Solutions! 🚗⚡️ 
 
Join us and experience seamless fleet charging with preferential tariffs, charger selection based on travel routes, real-time access to reports, and more!

Let’s electrify the future of fleet management together. 

#TataPowerEZCHARGE #ElectricVehicles #SustainableTravel #GoGreen #EZCHARGE #DriveElectric","12"
"jpmachinery118","⚡️ Go electric! Power up your future with JP Machinery.🤝

𝐅𝐞𝐞𝐥 𝐟𝐫𝐞𝐞 𝐭𝐨 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐔𝐬 :👇
☎️ +919817286751, 9540275084
📩 info@odiscooters.com
🖥 https://odiscooters.com/

#EV #escooter #feature #ecofriendly #ElectricVehicles #gogreen💚 #electricscooter #fuelfree #electricbike #SwitchToElectric #emobility #SwitchToJPMachinery #Dealership #greenertomorow #EcoFriendly #emobility #escooterlife #ODIMotors #JPM","0"
