"user/id","user/name","user/profilePic","user/profileUrl","text","likesCount"
"100063696383968","Battery-Ok Technologies","https://scontent.fagc3-1.fna.fbcdn.net/v/t39.30808-1/417167723_851206940345844_4878608585592902387_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=fExBJZebpIkQ7kNvgE1BM7w&_nc_ht=scontent.fagc3-1.fna&oh=00_AYAzYdmbJKXyLYr3z3wbhsv1AJ0maXj75WLZPMopBg9xbA&oe=6679C61B","https://www.facebook.com/batteryok4u","Perfect for EV Dealers and Service centers.

Contact us for more:
083208 02445 

#batteryok #electricvehicles","4"
"100064747418661","World Economic Forum","https://scontent.fagc3-2.fna.fbcdn.net/v/t39.30808-1/352688700_943921473392464_7741981540488254194_n.png?stp=cp0_dst-png_p40x40&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=X4qnhvuDNwQQ7kNvgEQNA7k&_nc_ht=scontent.fagc3-2.fna&oh=00_AYCAmR7GkGmv6H9VGGFUVl9SEPzacha71DNbdpoM0aHiLA&oe=6679D8C1","https://www.facebook.com/worldeconomicforum","These green boxes used to hold broadband and phone cables. Now they’re power points for #electricvehicles. 

The Global New Mobility Coalition works to accelerate the #decarbonization of transport in cities by fostering collaboration between the public and private sector. Find out more here: https://ow.ly/P3aw50RUfqS

#electriccars #EVs #electricvehicles #charging #scotland","1284"
"100083044461392","EV-a2z","https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-1/332525144_2904653966356345_3643103225716240491_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cmnvyy2b-dUQ7kNvgH2W2nX&_nc_ht=scontent-lga3-2.xx&oh=00_AYC8r1qVf8eyySaE9iSMZybPjHgzRUdQgNcZn5Pm55pC8A&oe=6679E987","https://www.facebook.com/EVa2z","Polestar plans to expand into seven new markets by 2025, targeting Europe, Asia, and South America. This expansion leverages local partnerships to reach more customers, enhancing its global footprint. Polestar's strategic move, alongside a reorganization and new model launches, positions the brand for significant growth in the EV market.

#Polestar #ElectricVehicles #EVExpansion #GreenTech #SustainableMobility #Polestar2 #Polestar3 #Polestar4 #Polestar5 #Polestar6 #GlobalMarkets #Europe #Asia #SouthAmerica #EVInnovation #CleanEnergy #FutureOfTransport #AutoIndustry #TeslaSupercharger #ElectricMobility","37"
"100067900118636","BYD","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/274188085_5178927458818378_6089832192519655136_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=uVAUSDCEmA4Q7kNvgGDtLd1&_nc_ht=scontent-lga3-1.xx&oh=00_AYB0bhlAj2iVc2yH2vyOJNn8FnfWP0T8z2bt2T9Q7dj0FA&oe=6679BB08","https://www.facebook.com/bydcompany","The Next Evolution of Adventure.

Developed in-house, the DiSus-P intelligent hydraulic body control system maintains high ground clearance to tackle any off-road scenario.

#Yangwang #U8 #disus #offroad #electricsuv #offroadsuv #electriccar #electricvehicles #yangwangu8 #performance #ev #electricvehiclesarethefuture","328"
"100044224038226","Billy C Carson","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-1/176949178_309138107236988_2679988093425298458_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=3XfWObtQP80Q7kNvgE9apvV&_nc_ht=scontent-lga3-2.xx&oh=00_AYAf0CH6niSzypRptvmrLJYPujeco6_3AW7i5dyYmmGIwg&oe=669B7F48","https://www.facebook.com/BillyCCarson","Could Electric Cars be Leading Humanity to its Own Demise? #electricvehicles #billycarson","8070"
"pfbid0RfA2S9QMAdTBKh1GmNyhBF5GkT6DxXsbnhZGjEWU5NZLgfjK9t9pHREx8S7cYuAyl","Derek Reilly","https://scontent-lga3-1.xx.fbcdn.net/v/t1.6435-1/105412435_10157482620973575_7439751210453625669_n.jpg?stp=cp0_dst-jpg_p24x24&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GJPnF63745sQ7kNvgGAzu58&_nc_ht=scontent-lga3-1.xx&oh=00_AYA1VF6ovrQrG3jhH3oRBW-58ykpq-F02EwNvinPXTFhBQ&oe=669B7478","","Thinking used car? ⚡️ EVs are flying off the forecourt! Just 5.9% sit unsold after 90 days, compared to 15.9% for petrol & diesel [Ireland data]. Get the facts on electric vehicles with Nevo.co 

#EVfacts #smarterchoices
#factsnotfake #ElectricVehicles","228"
"100079007045963","Electrify News","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/409887546_342484568395109_8382343234126403708_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SDK54oVrw74Q7kNvgE0tsHK&_nc_ht=scontent-lga3-1.xx&oh=00_AYCP-y0ZxVkDESqKeNAaW0Y5m1DxGLE1WLXdsUomCDg6RQ&oe=6679BA1A","https://www.facebook.com/ElectrifyNews","What other EV myths should we bust?? 😎⚡️

#ElectrifyNews #EV #ElectricVehicles #ElectricCar #Emissions","172"
"100057286425469","Electric Autonomy","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/310508705_578180894101453_6611300774248617907_n.png?stp=cp0_dst-png_p40x40&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=stt7ckrsbLcQ7kNvgGyl82M&_nc_ht=scontent-lga3-1.xx&oh=00_AYAsq_PSu1QJ3Sakb2Aj5UuH2OYhvMB04mv05BSQUXTqGA&oe=6679C607","https://www.facebook.com/ElectricAutonomyCanada","Delmanor Communities has partnered with Kite Mobility to offer residents three Volvo XC40s as part of a new EV sharing program.

#ElectricVehicles #Ridesharing #EVs

","3"
"100064834417232","MG club India","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/314585419_499319595572517_7921176677799477145_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=6TeQedHjp1YQ7kNvgHdgjc4&_nc_ht=scontent-qro1-1.xx&oh=00_AYC1esXmQoe_2ATYeMIelAI4ZjWYg-8BjRF4RT4vdRVNeg&oe=6679D53E","https://www.facebook.com/MGMotorFanPage","Sorry Verna 👀 - MG5 Is Here Finally…

( Verna, Hundai, sedan, engine, automotive, automobile, cars, SUV, class, reels, video, viral, trending)

#mgmotors #MGMotorIndia #MG5 #hyundai #verna #fypシ゚viralシ #EV #EVS #electricvehicles #gogreen #nature #troll","16630"
"100064908421939","Hayes Valley Farms","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/288163481_394157762757835_2140958811893947179_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=T_aSFfx3EWQQ7kNvgE2wDt3&_nc_ht=scontent-qro1-1.xx&oh=00_AYD9LJX8zJakIYer23nr2dIhSp_ppDQgTtBJluN8N0zMJg&oe=6679E33E","https://www.facebook.com/hayesvalleyfarms","Electric Vehicles and those who own them and think they're saving the planet. 
Most electric plants run on coal. The vehicles and machinery used to (mine the coal) use fuel.🤫 The coal is shipped to plants using fueled trucks or trains, which either use fuel or coal. 😵‍💫
The grids (electric companies) are asking people to conserve electricity due to system overloads, yet someone somewhere is pushing for more EVs. Not to mention the infrastructure costs to car manufacturers & gas stations (reported in the millions), which they're still awaiting on returns from said infrastructure upgrades. 
Economics 101 (it just doesn't make sense). 
This is a picture of a CAT 797, one of the most used mega trucks, found on coal mines. Basic fuel capacity is 550 gallons up to 1000 gallons, which they use 30 gallons/hour to run. So, in a normal 8 hour day, that's a minimum of 240 gallons a day. 
Explain again how EVs are good? 🤣
CAT 797 Specs:
https://www.cat.com/en_US/products/new/equipment/off-highway-trucks/mining-trucks/18093014.html

Our Electric Company (AEP), seeking coal contractors🤣
https://www.aep.com/b2b/rfp/coaloffers

#electricvehicles 
#coal 
#fuel 
#mining
#savetheplanet","347"
"100064592206045","Joy e-bike","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/342978401_916739902917889_7519948857403266883_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ryRvwO_tzgYQ7kNvgFGTduv&_nc_ht=scontent-qro1-1.xx&oh=00_AYBIPp4wweR3zsOqbR6sI7nhXMM-s_T8mtyGESzw4jisMg&oe=6679BC1C","https://www.facebook.com/joyebikeofficial","On this joyous occasion, let us light up our lives and lift each other's spirits, as Diwali is not only a festival of lights but also a celebration of Joy.
Happy Diwali Everyone!
.
.
.
#Diwali #DiwaliKaJoy #Diwali2023 #HappyDiwali #DiwaliSpecial #electricscooter #Joyebike #BharatKaJoy #ForTheUnbreakable #ElectricBike #EV #ElectricVehicles","125609"
"785442245","Roman Nedielka","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/441537540_10161594607017246_8647420353653505370_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Xd0uUUx-TgAQ7kNvgFs4-gS&_nc_ht=scontent-qro1-1.xx&oh=00_AYBAePne9aT_vpvMd9OyWSOrkqDm9sJgDtor3rqHd13B3Q&oe=6679CFFD","","Big thanks to SEA Today News for covering my journey right after I arrived in Jakarta. What a great team, flawless preparation and production! We even managed to get my non-intrusive electric motorbike in the studio.

Interviews like this are essential in my purpose of bringing electric mobility closer to a wider general audience, sparking interest and removing still prevailing and outdated misconceptions. Especially for 2-wheelers which are the main form of transportation in Asia.

#eroundworld #eroundtheworld #electricmotorcycle #electricvehicles","2974"
"100066410935071","Taqwa Real Estate & builders","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/327178065_840267410404930_5274549200530045686_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Yzqo_j9PLogQ7kNvgHW7Lxo&_nc_ht=scontent-qro1-1.xx&oh=00_AYA4ozlf9yzjpabnxfCcI067zuAAdRTUSvXMPzCkRFstHA&oe=6679BB22","https://www.facebook.com/taqwarealestatebuilders","ARE YOU MAKING THE MOVE TO ELECTRIC?

In 2023, electric cars accounted for around 18% of all new car sales globally, with almost 14 million units sold. 95% of those sales occurred in Europe, China and the United States. 2023 EV sales were more than 6 times higher than in 2018.

The growth in EV sales has been remarkable. In 2020, there were 10 million EVs on the road, in 2023 there were 45 million. But sales need to stay remarkable.

By 2035, the International Energy Agency (IEA) says there will need to be 790 million EVs if we're to hit net zero by the middle of the century.

That implies growth in sales of 27% every single year.

#electricvehicles #iffivemillionpeople","803"
"100064427625676","China Daily","https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-1/407732101_743697707787810_7434983289343946746_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ioJ_k4WR-lMQ7kNvgHtafuL&_nc_ht=scontent-qro1-1.xx&oh=00_AYDxzcp46zq9miosQAPvyHnyZM-p_t26KUNy-NMq6ntPCQ&oe=6679DE25","https://www.facebook.com/chinadaily","Ong Tee Keat, president of the Belt and Road Initiative Caucus for Asia Pacific and former Malaysian minister of transport, said the US has abused the word ""overcapacity"", and Western media are practicing double standards when they keep mum about the so-called overcapacity in countries like Germany, the US, and Japan, which are key exporters of motor vehicles. #USA #WesternMedia #ElectricVehicles #EV #DoubleStandards","42"
"100076368273995","T-House","https://scontent.fbgi3-1.fna.fbcdn.net/v/t39.30808-1/311581916_187419370480338_8503607724450853325_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Tujy8i9FacgQ7kNvgGi0OKh&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYA7OHbHB5Rf8Awaj-PcK58gOHwKFIRhVNqGoS7pfz8XOw&oe=6679BBC1","https://www.facebook.com/people/T-House/100076368273995/","Why is the #EU, despite the heavy pressure from the business circle and consequences ahead, forcing #tariffs onto Chinese #electricvehicles? Three reasons: For the market, for the United States and for politicians. Take a look at our analysis. https://bit.ly/45pUNry","723"
"100064619564569","Startup Pakistan","https://scontent.fbgi3-1.fna.fbcdn.net/v/t39.30808-1/367488900_662067085957271_5127465217167829722_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=VIXgO3LIluMQ7kNvgEvRKAF&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYADChH4S60aklOEAl9VU9IhE7a1901vpYI7EM2p939pRQ&oe=6679D314","https://www.facebook.com/StartupPakistanSP","Blaine Raddon from Salt Lake City reserved a Tesla Cybertruck but moved to an apartment with tight parking.

When he discovered the truck didn’t fit, he tried to return it. Tesla reminded him of their agreement prohibiting sales within the first year, with a $50,000 fine and a ban on future purchases. 

Despite feeling this is unfair, Raddon won’t challenge Tesla legally. Tesla hasn’t responded to his appeal, leaving him waiting for a resolution.

#Tesla #Cybertruck #ParkingIssue #CustomerService #TeslaPolicies #SaltLakeCity #ElectricVehicles #EVOwner #AutomotiveNews","354"
"100051179744979","Electric Cars","https://scontent.fbgi3-1.fna.fbcdn.net/v/t39.30808-1/327163480_1063407124586821_3847113003263519487_n.png?stp=cp0_dst-png_p40x40&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=oxxSjq80l-oQ7kNvgEq1Tf4&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYBmmOkhuXAdIqIQ-69OBbZRVk35weWUhOVdjR4frhgTIQ&oe=6679CA76","https://www.facebook.com/electriccars","Tesla and Chevy Electric Police Cars are here! Let's compare. Do you think Cops should be using Electric Cars? 
#policecars #police #electricvehicles #whatsinside #tesla","367"
"pfbid02jErEmzpn5eoUxMc1gnYaqLcfQ8LKGitLpuP2d8ExyMcVQrVkyAjtxeSwf9b6cAxgl","Walter Boldish","https://scontent.fbgi3-1.fna.fbcdn.net/v/t1.6435-1/176982095_10157398893086618_3281783514607027050_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hhUN0rRZJCAQ7kNvgFkTPcC&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYD_YxeyPJce3p_uznRMfE4lTngf-Xw0MA0zBaW0mAHczg&oe=669B8405","https://www.facebook.com/walter.boldish","Sitting in the Tesla dealership waiting for my car, but can't stop looking at this...and wondering. Does this scare you? Concern you? It does me. 🤔🚗 #Tesla #electricvehicles #futuretech #robots","17"
"100066323602157","Hobby Explorer YouTube","https://scontent.fbgi3-1.fna.fbcdn.net/v/t39.30808-1/447823155_783445673876212_1544126261112384128_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sp1_yB5QdgoQ7kNvgGLVpZv&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYBuOVjB9JxyYgY5v0Hmd_0g1oRXZAdtfdda5PCoZ2AfRw&oe=6679CC9A","https://www.facebook.com/HobbyExplorer","🚗 Hobby Explorer Test Drives the New Lucid Air 🚗Full Video only on YouTube channel! Embark on an electrifying adventure with Hobby Explorer! as he takes the wheel of the groundbreaking Lucid Air at the iconic Lucid Motors headquarters in sunny California. Experience the thrill as our Hobby Explorer test drives the Lucid Air, pushing the boundaries of performance and luxury in this state-of-the-art electric vehicle. Get a firsthand look at the driving experience that's set to redefine the luxury automotive industry.🎨 Design Room Tour: Step into the inner sanctum of their design as we take you on a tour of the Lucid Motors Design Room. Witness the creative process behind the sleek and captivating design of the Lucid Air.🔬 Bonus Research and Development Clips: As a bonus treat, an exclusive glimpse into the Research and Development efforts that power Lucid Motors' groundbreaking innovations. See the cutting-edge technology and engineering that make Lucid Air a true game-changer.California has long been a hub for innovation, and Lucid Motors continues this legacy with the Lucid Air, setting new standards in electric mobility. Don't forget to like, share, and subscribe to our channel to stay updated on the latest in automotive exploration and technology. 🌟🔌🚀#LucidAir #TestDrive #DesignRoomTour #ResearchAndDevelopment #ElectricVehicles #Innovation #CaliforniaAdventureHobby Explorer Lucid AirHobby Explorer Car reviewHobby Explorer Test driveHobby Explorer Tamil","632"
"100075980456764","Charles Igbelokotor - Work","https://scontent.fbgi3-1.fna.fbcdn.net/v/t39.30808-1/431447365_427128346496510_1625867286876212269_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=38Xr_eITOtAQ7kNvgHg5XHg&_nc_ht=scontent.fbgi3-1.fna&oh=00_AYBcvK9ukQ4NalmBIcVA-9Tk6FYnQe5j2QCwsKGeHAoagw&oe=6679D5BC","https://www.facebook.com/CharlesigbeOfficial","Experience the future of solo travel with PlayStation Mobility. 🚗
.
.
.
.
.
.
.
.
#ebike #EBikes #mobility #MobilityScooter #ElectricVehicles #concept #conceptart #conceptdesign #conceptcar","1805"
"61557475528442","PEV Electric ","https://scontent.fjnb12-1.fna.fbcdn.net/v/t39.30808-1/441054372_122125605848249184_7786816663797903153_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=lUwQ7am15qMQ7kNvgEvu3F-&_nc_ht=scontent.fjnb12-1.fna&oh=00_AYDvm34XjGaWsEhGMZqj5AvkL62AM8SjQ6LocijHXAWSXg&oe=6679CCE7","https://www.facebook.com/people/PEV-Electric/61557475528442/","PEV PHANTOM complete walk around 🔋 #electricscooter #threewheelscooter #electricvehicle #viral #trending #electricvehicles  #3wheelscooter","13542"
"100088520993897","Surf Ride Drive","https://scontent.fjnb12-1.fna.fbcdn.net/v/t39.30808-1/320970727_483074357305977_3402944987725802067_n.jpg?stp=cp0_dst-jpg_p40x40&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9rdd3zVf30kQ7kNvgGLj9OL&_nc_ht=scontent.fjnb12-1.fna&oh=00_AYAIBhzjksOFXDUsGtdP_VFoU0ZAwr7mRY0otKLTjmA-BA&oe=6679B94C","https://www.facebook.com/people/Surf-Ride-Drive/100088520993897/","If nobody wants to buy EVs, why are global sales up 34% year on year? #teslamodel3 #ev #pickuptruck #rareearth #trucks #electric #powergrid #ford #naturalresources #tesla  #lithium #gmc #toyota #electricvehicles #cleanenergy #cleanenergyfuture #GreenEnergy #greenenergysolutions #EnergyEfficiency #energy #fossilfuel #mining #cleanenergy #future #technology #renewableenergy #netzero #carbonneutral #futuretech #electricity","142"
