"authorMeta/avatar","authorMeta/bioLink","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/privateAccount","authorMeta/signature","authorMeta/ttSeller","authorMeta/verified","authorMeta/video","text"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/50f0013049260b177892cc1fae38db83~c5_720x720.jpeg?lk3s=a5d48078&nonce=27052&refresh_token=2d76aae10e871ab51a39e79afee6bd3d&x-expires=1719050400&x-signature=bUEV%2BF2HAuRlXdSzh%2F%2ByzjJUYJw%3D&shp=a5d48078&shcp=b59d6b55",,"5","18700","3","175700","7047538849640596486","abza.shop","eshopabza.de","false","Das Haus der feschen Mobilität 🛴⚡️
⬇️Entdecke jetzt unseren Shop⬇️","false","false","26","Jeremy Clarkson on electric cars. 🔋What do you think? 🤔Follow @drivetechdaily#technologyblog #electricvehicles #clarkson #engineeringblog"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/9f942264b079d5e8a532ceb9b2fd149d.jpeg?lk3s=a5d48078&nonce=45668&refresh_token=85080ad362e775c73c219ad0fb2b7520&x-expires=1719050400&x-signature=5HAQG5fRXimzW6JXIEwKySfCi58%3D&shp=a5d48078&shcp=b59d6b55",,"147","7800000","12","163500000","6816613269492728838","nasdaily","Nas Daily","false","We Bring People Together. 
68 million follower movement.
Apply here ⬇️","false","true","970","The New Vietnam#nasdaily #1minute #people #travel #vietnam #vingroup #vinfast #vinpearl  #vinuni #electricvehicles"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/31a01dbf5031b7b6c212c9b39f7e2e5e~c5_720x720.jpeg?lk3s=a5d48078&nonce=28435&refresh_token=eb49ba333fba5b677f9bff97a78c2d8c&x-expires=1719050400&x-signature=OCjM%2By5Y61gyS%2FE3wWlfyt2ZKcc%3D&shp=a5d48078&shcp=b59d6b55",,"19","53700","4","335700","7049007437559006214","_electriccars","Electric Cars","false","Cars and trucks
Xsilence 300% brighter led headlight bulb for car","false","false","76","#cartech #car #electriccar #automotive #auto #electricvehicles #supercars #Xsilence"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ea2a1119fa0959c2af036fc3bebe3fe7~c5_720x720.jpeg?lk3s=a5d48078&nonce=35032&refresh_token=baca02f909ab6e7451968dc66d6b336e&x-expires=1719050400&x-signature=hdA2r5L7i9BgOkob%2Fm5nPNPH4zY%3D&shp=a5d48078&shcp=b59d6b55",,"49800","36400","1134","1200000","6821410767737816070","_ly.so_","Jack Lysons","false","Edits/Forza
36k🐐🤙
Tag,mention and send vids to me of the scud if spotted 👍","false","false","885","Reply to @foxyhere69 You need to own thease 🥱🥱#Jdmcars #nissan #skyline #r34 #crash #dodgeram #supercars #hypercars #tesla #electricvehicles #carmemes #mclaren720s #mclaren #mercedes #benz #mercedesbenz"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/439be279cbfeed2d22e6002459e7bd3e~c5_720x720.jpeg?lk3s=a5d48078&nonce=69860&refresh_token=7b4fdc314694c00b7b882d544f864a79&x-expires=1719050400&x-signature=20Muc0wq3CQnKjaghc1RcxKJ3tQ%3D&shp=a5d48078&shcp=b59d6b55",,"6","548100","0","4600000","7035282986875094021","_vehicles","Vehicle","false","Vehicle","false","false","170","#electricvehicles #vehicle #vehicles #electricvehicle #Xsilence"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/abe7efca5eeed6646f983f8e5465f109~c5_720x720.jpeg?lk3s=a5d48078&nonce=9159&refresh_token=0f921b60d2b3fd7e729a5dc98c849f1e&x-expires=1719050400&x-signature=xFnBb9gqqWJZDtLPAZSVyVnhHpM%3D&shp=a5d48078&shcp=b59d6b55",,"21","138200","7","972800","7005600119136240646","electricvehicles_","electric vehicles","false","electric cars,trucks,vehicles
Xsilence super bright led bulbs for cars","false","false","27","#truck #vehicle #supervehicle #electricvehicles #supercar #car #electricvehicle #electriccar #Xsilence"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f34a686ed0ef3a38216d56cafcdd0ed0~c5_720x720.jpeg?lk3s=a5d48078&nonce=826&refresh_token=6ec8deeefd804097a28318c583f692e4&x-expires=1719050400&x-signature=t1L8Bm3ZfGENRneNu8SzF7eN%2FHs%3D&shp=a5d48078&shcp=b59d6b55",,"108","456800","2","8600000","7064664706204353542","autogefuehl","Autogefühl","false","Your number one resource for in-depth car reviews: autogefuehl.com","false","false","487","🔊 Interior ASMR / CARSMR sounds of the first-ever MINI Aceman - and it looks like a small MINI Countryman! It serves as a 5-door standalone-version of the smaller electric MINI. So there is the 3-door MINI Cooper and the 5-door MINI Aceman on the electric side and the 3-door MINI Cooper and the 5-door MINI Cooper on the combustion engine side. #Mini #aceman #miniaceman #cartech #cartechnology #electricvehicle #electricvehicles #Mini #aceman #miniaceman #cartech #cartechnology #electricvehicle #electricvehicles"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a0975c197ec019864492ef044644c9f3~c5_720x720.jpeg?lk3s=a5d48078&nonce=25657&refresh_token=d11a1300ca31a75bd02387d0fffe98b6&x-expires=1719050400&x-signature=t9D9s8BUT8BN6qxmANC2h4z6ug8%3D&shp=a5d48078&shcp=b59d6b55",,"47","3378","724","136200","6813134104672338950","outlawev369","OutlawEV369","false","Racing A Tesla in SCCA, NMCA, goodguys and Optima USCA competition.","false","false","53","#makinghistory #EVSR #25hoursofthunderhill #25hours #endurance #ev #electricvehicles #batteryswap #worldfirst #racing #motorsport #autoracing #elonmusk #tesla #teslafail #pitstop #pitstopcrew"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/439be279cbfeed2d22e6002459e7bd3e~c5_720x720.jpeg?lk3s=a5d48078&nonce=69860&refresh_token=7b4fdc314694c00b7b882d544f864a79&x-expires=1719050400&x-signature=20Muc0wq3CQnKjaghc1RcxKJ3tQ%3D&shp=a5d48078&shcp=b59d6b55",,"6","548100","0","4600000","7035282986875094021","_vehicles","Vehicle","false","Vehicle","false","false","170","#vehicle #vehicles #truck #supertruck #electricvehicles #electrictruck #electriccar #electricvehicle #car #Xsilence"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cafba78ed450e05c7abadc1fd9bff793~c5_720x720.jpeg?lk3s=a5d48078&nonce=5526&refresh_token=1260e09fb9bb65d3ceafc7f8e3704b94&x-expires=1719050400&x-signature=cJxZlo0%2BqL8e82aj9MZzH9A%2BPt4%3D&shp=a5d48078&shcp=b59d6b55",,"9289","90700","206","4300000","7075771734868067370","infamousxdrew","drew","false","90k baddies!! 🫶🥹
infamousxdrew@gmail.com 📥
All links on insta :)","false","false","602","Replying to @sophiianextdoor I don’t even know what to do atp 😭🤦‍♂️ #messedup #newcar #lexusrz450e #luxuryedition #horriblerange #electricvehicles #evs #doyourresearch #infamousxdrew #fyp  @drew "
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7310348129595817989~c5_720x720.jpeg?lk3s=a5d48078&nonce=69136&refresh_token=73af5d1fd494511366da1587fc5feda2&x-expires=1719050400&x-signature=7XFSawe%2BJBCly5kB1M6B9iGoKRE%3D&shp=a5d48078&shcp=b59d6b55",,"361","1300000","91","21200000","6732441041948197893","realclaytonmorris","Clayton Morris","false","📺Journalist & Investor
🏘️Building Generational Wealth 
⬇️Main Channel","false","true","2056","Audi Cancels Electric Vehicles?! #ElectricVehicles #Audi #NewsChannel"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/439be279cbfeed2d22e6002459e7bd3e~c5_720x720.jpeg?lk3s=a5d48078&nonce=69860&refresh_token=7b4fdc314694c00b7b882d544f864a79&x-expires=1719050400&x-signature=20Muc0wq3CQnKjaghc1RcxKJ3tQ%3D&shp=a5d48078&shcp=b59d6b55",,"6","548100","0","4600000","7035282986875094021","_vehicles","Vehicle","false","Vehicle","false","false","170","#vehicle #vehicles #electrictruck #electriccar #car #supercar #driverlesscar #selfdrivingcar #supertruck #truck #electricvehicles #electricvehicle #Xsilence"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f34a686ed0ef3a38216d56cafcdd0ed0~c5_720x720.jpeg?lk3s=a5d48078&nonce=826&refresh_token=6ec8deeefd804097a28318c583f692e4&x-expires=1719050400&x-signature=t1L8Bm3ZfGENRneNu8SzF7eN%2FHs%3D&shp=a5d48078&shcp=b59d6b55",,"108","456800","2","8600000","7064664706204353542","autogefuehl","Autogefühl","false","Your number one resource for in-depth car reviews: autogefuehl.com","false","false","487","💡Automatic charging flap that closes after grabbing the cable again in the Audi Q6 e-tron. ⚡️The Audi Q6 e-tron defines the future of Audi and Porsche: The PPE platform (Premium Platform Electric) builds the base of every new Audi and Porsche EV which is bigger than compact class. The Q6 etron is 4,77 m or 188“ long and sits between Q4 etron and Q8 etron. Here you see it in Plasma Blue and 21“ wheels. There will be a 95 kWh net or 80 kWh net battery as well as RWD entry and AWD versions. #audi #audilove #audifans #audigram #Audietron #audiquattro #audiq6  #audiq6etron  #carsofinstagram #electricvehicles  #electricvehicle  #cartech #cartechnology"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/31a01dbf5031b7b6c212c9b39f7e2e5e~c5_720x720.jpeg?lk3s=a5d48078&nonce=28435&refresh_token=eb49ba333fba5b677f9bff97a78c2d8c&x-expires=1719050400&x-signature=OCjM%2By5Y61gyS%2FE3wWlfyt2ZKcc%3D&shp=a5d48078&shcp=b59d6b55",,"19","53700","4","335700","7049007437559006214","_electriccars","Electric Cars","false","Cars and trucks
Xsilence 300% brighter led headlight bulb for car","false","false","76","#cartech #electricvehicles #automotive #car #auto #electriccar #Xsilence"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/010feb27fd385803cc362ee315426623.jpeg?lk3s=a5d48078&nonce=90195&refresh_token=4c5762b29812cc55dca3759d52a6edcf&x-expires=1719050400&x-signature=60pLAMwhWJmXAZIEBRErBiFtf2c%3D&shp=a5d48078&shcp=b59d6b55",,"153","44700","66","398100","7122312245866202118","fiboengineering","স্বপ্ন মটরস","false","আমরা চার চাকার ইজিবাইক, অটো, মিনিবাস, বোরাক, টমটম গাড়ি বিক্রয় করি","false","false","537","প্রতি মাসে ৩০ থেকে ৪০ হাজার টাকা আয় করতে চান? আপনার এলাকায় আপনি প্রথম ! আপনি কি উদ্যোক্তা হতে চান? আপনি কি অল্প পুঁজিতে লাভজনক ব্যবসা করতে চান? আমি কি গাড়ি ভাড়া দিয়ে প্রতিদিন ১ হাজার টাকা আয় করতে চান? অর্ডার করতে কল করুন ইমো & হোয়াটসঅ্যাপ : 01311-690313 , 01977690313 দাম - ৩ লক্ষ ২০ হাজার টাকা আমাদের ঠিকানা - দূর্গা পুর, চালা বাজার মসজিদ, আশুলিয়া, সাভার, ঢাকা। এটি একটি স্টিয়ারিং বেজড  ব্যাটারি চালিত ইলেকট্রিক মিনি বাস, আসন সংখ্যা : ৯ জন  মোটর : ১০০০ ওয়াট কন্ট্রোলার : ১০০০ ওয়াট ব্যাটারি : ১২ ভোল্ট, ৫ টি চার্জার : ৬০ ভোল্ট , ১৮ অ্যাম্পিয়ার  গতি: ৪৫ কিঃ মিঃ/ ঘন্টা মাইলেজ : ১২০ - ১৩০ কিঃ মিঃ ( ১ বার চার্জে) সামনের সাসপেনশন : কয়েল স্প্রিং পেছনের সাসপেনশন: পাতি স্পিং ব্রেক : ম্যাকানিক্যাল ড্রাম (পেছনের দুই চাকায়) চাকার সাইজ : ৩.২৫.১৬/ ০৪.০০.১২ দৈর্ঘ্য : ১০ ফুট প্রস্হ : ৩.৫ ফুট উচ্চতা : ৬ ফুট এক্সেলেটর/ পিক আপ : পায়ে আমাদের গাড়ির সুবিধা সমূহঃ  ১.এই গাড়ি এক হাত দিয়ে কন্ট্রোল করা যায় । ২.পিকআপ পায়ে  । ৩. সবযাত্রী সম্মুখ হয়ে বসতে পারে । ৫.দীর্ঘক্ষ��� গাড়ি চালালেও ড্রাইভার এর কোন সমস্যা হয় না। ৬. যাত্রীদের কোন ঝাঁকুনি লাগেনা । ৭.উঁচু-নিচু যে কোন রাস্তায় সাবলীল ভাবে চলতে পারে । ৮.গাড়ি উল্টে যাবার ভয় থাকে না । ৯.আমাদের গাড়ির সামনের দুই চাকায় কয়েল সাসপেনশন ব্যবহার করা হয়েছে। ১০. প্রাইভেট কারের স্টিয়ারিং ব্যবহার করা হয়েছে। #easybike  #easybikeprice #easybikepricebd #newmodeleasybike #busmodeleasybike #autorickshaw #cngautorickshaw #Auto #autopricebd #autoprice #tomtom #sandi #dowedo #batterypowered4wheeler #lithiumionbattery #charckakargari #tricycle  #electrictricycle #electricvehicles #বিভাটেক #touristcar #resortcar #golfcart #golfcartbd #foodcartbd #schoolbus #বোরাক #বোরাকগাড়ি #battery #foryou  #foryoupage  #foryourpage "
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/8a68fead732f5d6ddc927d377bef571b~c5_720x720.jpeg?lk3s=a5d48078&nonce=36932&refresh_token=7c80554c54c0e9e14418646f3117070d&x-expires=1719050400&x-signature=%2F3KP4lnberYY6q0ORYEfz8tWdoM%3D&shp=a5d48078&shcp=b59d6b55",,"233","257100","171","5100000","6765774158531740678","wundersticker","wundersticker.com","false","WunderSticker.com Your go-to shop for cute & cool high quality stickers!","false","false","127","#learnontiktok #electric #ev #science #electricvehicles"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cafba78ed450e05c7abadc1fd9bff793~c5_720x720.jpeg?lk3s=a5d48078&nonce=5526&refresh_token=1260e09fb9bb65d3ceafc7f8e3704b94&x-expires=1719050400&x-signature=cJxZlo0%2BqL8e82aj9MZzH9A%2BPt4%3D&shp=a5d48078&shcp=b59d6b55",,"9289","90700","206","4300000","7075771734868067370","infamousxdrew","drew","false","90k baddies!! 🫶🥹
infamousxdrew@gmail.com 📥
All links on insta :)","false","false","602","Replying to @Pamela Baron Gregory nah cause now I WANT to call corporate 😤 #scammed #lexusrz450e #notworthit #lexus #horriblerange #electricvehicles #evs #infamousxdrew #fyp "
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/80d1e29f8fdc571d3667b4ad934f1baa.jpeg?lk3s=a5d48078&nonce=85661&refresh_token=104de10da65597c1fbe8522dfc03ee80&x-expires=1719050400&x-signature=z7XRs3mEhr4wUc5p5suZoZfTiM0%3D&shp=a5d48078&shcp=b59d6b55",,"83","13100","3","269100","6896146034898273281","globedrive","Globedrive","false","The automotive section of The Globe and Mail 🇨🇦","false","false","272","Mark Richardson travelled to the south of #Chile to learn about #efuels and test it to see if it can be an alternative to #electricvehicles #ev "
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/21a730ff9589f9cb9df72638f28b7a46~c5_720x720.jpeg?lk3s=a5d48078&nonce=55989&refresh_token=116412af66e50a6589d76bb7d8a79e07&x-expires=1719050400&x-signature=B7kbSmEr6jIiOCoToOFDhmMq59E%3D&shp=a5d48078&shcp=b59d6b55",,"0","392600","0","3400000","7152711497272722474","iheartmandarin","I Heart Mandarin","false","","false","false","266","Waste sorting, sharing bikes, electric vehicles......What are the latest environmental protection methods in China? Are Eastern and Western cultures completely different? No! Get to know more about cultural commonalities with us in our program ‘Different Yet Same’.  #DifferentYetSame  #LearnChineseWithWill  #LearnChinese  #Chinese  #mandarin  #Chineselearning  #funny  #learnwithtiktok  #fyp  #foryou  #chineseforbeginners  #chinesetutor  #chineseteachers  #Chineseculture  #中文  #汉语  #文化  #环保  #Beijing  #Eco  #environment  #sharingbike  #bringyourowncup  #coffee  #garbagesorting  #ElectricVehicles  #taxi  #environmentallyfriendly"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aba8b49c9b09ec732605fbda09e5ea31~c5_720x720.jpeg?lk3s=a5d48078&nonce=25651&refresh_token=6332dee840b96b1d7adf80478178eaf3&x-expires=1719050400&x-signature=r4dX1lRQEwxO3iRRbpqT35HQlDc%3D&shp=a5d48078&shcp=b59d6b55",,"273","2516","26","151900","6815879092715488261","2electron","2electron.McFly","false","2electron’s McFly technology manages EVs performance and produce sound&vibration","false","false","60","#electricsoul #mcflytechnology #tiktokmotori #funtodrive #havefun #gearbox #teslamodel3performance #evs #tiktokcars #carviral #electricvehicles #tesla "
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f34a686ed0ef3a38216d56cafcdd0ed0~c5_720x720.jpeg?lk3s=a5d48078&nonce=826&refresh_token=6ec8deeefd804097a28318c583f692e4&x-expires=1719050400&x-signature=t1L8Bm3ZfGENRneNu8SzF7eN%2FHs%3D&shp=a5d48078&shcp=b59d6b55",,"108","456800","2","8600000","7064664706204353542","autogefuehl","Autogefühl","false","Your number one resource for in-depth car reviews: autogefuehl.com","false","false","487","💡Versatile trunk / boot features of the upcoming next electric small Volkswagen, at this moment called the VW ID2 - with a semi-automatic towing hook and a large box under the boot cover.  The VW ID2 will so to speak be the upcoming electric Polo #id2 #vwid2 #vwpolo #volkswagenpolo #vwid #volkswagenid #vwpoloev #electricpolo #carsofinstagram #vw #volkswagen #electricvehicles #electricvehicle #cartech #cartechnology "
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352193054817648683~c5_720x720.jpeg?lk3s=a5d48078&nonce=13839&refresh_token=98a3f3611e5b3e314dc548c55e9cf3ce&x-expires=1719050400&x-signature=xUtVk%2BN9Zlphe9JhA7rkamkc204%3D&shp=a5d48078&shcp=b59d6b55",,"3","1425","3","69400","7132586438591939630","nowyouknowchannel","Now You Know","false","Check out our YouTube Channel!","false","false","54","Have you ever wondered what a Tesla Powerwall is? Zac explains what it is and how it benefits him! • • • #nowyouknow #teslapowerwall #tesla #renewableenergy #electriccars #electricvehicles #solar #solarenergy #sustainability "
